store_id,uptime_last_hour,downtime_last_hour,uptime_last_day,downtime_last_day,uptime_last_week,downtime_last_week
2236049548352526357,60.0,0.0,460.0,0.0,3360,0
5291732446265576088,60.0,0.0,920.0,0.0,6720,0
5584037083213462840,60.0,0.0,437.0,0.0,3192,0
4980199276146020371,60.0,0.0,437.0,0.0,3192,0
7377781252509249770,26.0,0.0,26.0,0.0,336,0
7728374954598545135,50.0,0.0,50.0,0.0,840,0
6145374363035992256,44.0,0.0,44.0,0.0,672,0
8561928707963262710,0.0,0.0,0.0,0.0,0,0
2027378754189802522,60.0,0.0,136.0,0.0,1344,0
1479710288891933797,60.0,0.0,276.0,161.0,2016,1176
3806273821496549274,44.0,0.0,44.0,0.0,672,0
145837327256477189,60.0,0.0,112.0,0.0,1176,0
6339005690288403970,60.0,0.0,160.0,0.0,1680,0
3040496153321072897,0.0,0.0,0.0,0.0,0,0
3324627668005357668,7.0,0.0,7.0,0.0,168,0
8104581577381117993,60.0,0.0,136.0,0.0,1344,0
2967049083311293817,36.0,0.0,36.0,0.0,504,0
4997502274877708127,60.0,0.0,90.0,0.0,1008,0
7986888914569899535,0.0,0.0,0.0,0.0,0,0
5449809553492927759,60.0,15.0,85.0,34.0,840,336
8462971639795075772,60.0,0.0,874.0,0.0,6384,0
1856951586440652574,60.0,0.0,874.0,0.0,6384,0
4610282578228966959,55.0,0.0,55.0,0.0,840,0
732239489643886995,0.0,0.0,0.0,0.0,0,0
254936496134140541,60.0,0.0,897.0,0.0,6552,0
3439809036631514585,48.0,0.0,48.0,0.0,672,0
6160914795278193489,44.0,0.0,44.0,0.0,672,0
5402033390565236476,60.0,0.0,437.0,0.0,3192,0
3253286870470060337,60.0,0.0,136.0,0.0,1344,0
3466789754048015806,48.0,0.0,48.0,0.0,672,0
8307653310468925385,60.0,0.0,874.0,0.0,6384,0
2680918734581318636,36.0,0.0,36.0,0.0,504,0
6977601538313351528,60.0,0.0,60.0,0.0,840,0
38331274599366702,52.0,0.0,52.0,0.0,672,0
1964368946793610103,36.0,0.0,36.0,0.0,504,0
155188683674693066,60.0,0.0,104.0,0.0,1344,0
6036187508484960615,36.0,0.0,36.0,0.0,504,0
4685220197842530426,30.0,0.0,30.0,0.0,504,0
7089229595496957470,36.0,0.0,36.0,0.0,672,0
8034091651201093074,0.0,0.0,0.0,0.0,0,0
8523052235820259321,18.0,0.0,18.0,0.0,336,0
2700861810192743230,60.0,0.0,437.0,0.0,3192,0
56010561297809355,39.0,0.0,39.0,0.0,504,0
4071500638080696966,40.0,0.0,40.0,0.0,672,0
6451990592605289918,18.0,0.0,18.0,0.0,336,0
2343002123616261145,60.0,0.0,136.0,0.0,1344,0
6487812767275572711,60.0,0.0,136.0,0.0,1344,0
5301149089444945306,0.0,0.0,0.0,0.0,0,0
5317714401882520817,0.0,0.0,0.0,0.0,0,0
2249493758548607842,39.0,0.0,39.0,0.0,504,0
3670009556162602795,0.0,0.0,0.0,0.0,0,0
6466180143988760998,60.0,0.0,289.0,0.0,2856,0
5228523973235102150,60.0,0.0,874.0,0.0,6384,0
4660374052648341046,10.0,0.0,10.0,0.0,168,0
1090423191169208954,0.0,0.0,0.0,0.0,0,0
6895144407747508687,60.0,0.0,104.0,0.0,1344,0
128235168101517102,22.0,0.0,22.0,0.0,336,0
1260983426069285442,0.0,0.0,0.0,0.0,0,0
6086066595348062614,60.0,0.0,874.0,0.0,6384,0
2803214099910329288,60.0,0.0,437.0,0.0,3192,0
3158966468489738705,60.0,0.0,874.0,0.0,6384,0
5130517449043818815,0.0,28.0,0.0,28.0,0,336
3629377836720265233,60.0,0.0,437.0,0.0,3192,0
5635111150622858294,60.0,0.0,874.0,0.0,6384,0
5356495771739104565,0.0,0.0,0.0,0.0,0,0
4508359516931257675,60.0,0.0,272.0,0.0,2688,0
1251288768714057829,0.0,0.0,0.0,0.0,0,0
3767574309250544663,0.0,0.0,0.0,0.0,0,0
1607729202353412665,15.0,0.0,272.0,0.0,2688,0
5466866913508747678,60.0,0.0,130.0,0.0,1680,0
2973395234192900794,60.0,0.0,874.0,0.0,6384,0
1048487412286895027,0.0,0.0,0.0,0.0,0,0
5022853058829617123,36.0,0.0,36.0,0.0,504,0
5621367600401473806,36.0,0.0,36.0,0.0,504,0
7517990400651628849,60.0,0.0,897.0,0.0,6552,0
3613772754770267286,26.0,0.0,26.0,0.0,336,0
1959556095538358623,60.0,0.0,874.0,0.0,6384,0
6974577199006152091,60.0,0.0,437.0,0.0,3192,0
5673474188305880803,48.0,0.0,48.0,0.0,672,0
4948823868582115213,26.0,0.0,26.0,0.0,336,0
